Order ID,Product Name,Category,Price,Quantity,Total Amount,Timestamp,Payment Method,Customer ID,Region
251,Fridge,Sports,430,3,1290,2025-03-05 21:17:07,Credit Card,C7774,North
252,Boots,Apparel,446,3,1338,2025-03-05 22:21:07,Credit Card,C4918,North
253,Juicer,Kitchen,421,3,1263,2025-03-24 14:48:07,PayPal,C5139,East
254,Speakers,Apparel,308,3,924,2025-03-16 00:44:07,PayPal,C7478,North
255,Fridge,Sports,332,5,1660,2025-03-22 04:00:07,Debit Card,C2694,North
256,Smartphone,Kitchen,24,4,96,2025-03-24 15:39:07,PayPal,C8969,West
257,Charger,Sports,388,4,1552,2025-03-11 15:31:07,Bank Transfer,C9943,North
258,Kettle,Electronics,28,1,28,2025-03-25 08:09:07,PayPal,C2110,South
259,Backpack,Kitchen,209,4,836,2025-03-21 04:41:07,Bank Transfer,C4038,West
260,Sandals,Accessories,378,2,756,2025-03-26 12:22:07,PayPal,C6419,North
261,Sandals,Electronics,159,3,477,2025-03-03 11:11:07,Credit Card,C9868,South
262,Running Shoes,Footwear,200,1,200,2025-03-12 02:03:07,Credit Card,C8189,South
263,Boots,Kitchen,235,4,940,2025-03-12 06:19:07,Credit Card,C9879,East
264,Gloves,Accessories,243,1,243,2025-03-27 03:41:07,PayPal,C7653,West
265,Running Shoes,Electronics,447,3,1341,2025-03-10 18:23:07,Debit Card,C7985,East
266,Headphones,Sports,356,3,1068,2025-03-02 18:45:07,Debit Card,C5975,South
267,Wireless Mouse,Electronics,390,4,1560,2025-03-08 13:18:07,PayPal,C7907,East
268,Tablet,Kitchen,291,1,291,2025-03-03 20:52:07,Bank Transfer,C3837,North
269,Laptop,Accessories,410,2,820,2025-03-08 22:11:07,PayPal,C2567,West
270,Sofa,Electronics,351,5,1755,2025-02-27 10:08:07,Debit Card,C6008,East
271,Sunglasses,Accessories,271,3,813,2025-03-17 22:39:07,Bank Transfer,C4188,North
272,Cooking Pan,Sports,389,4,1556,2025-03-14 15:06:07,Credit Card,C3059,West
273,Armchair,Accessories,410,5,2050,2025-03-27 02:22:07,Credit Card,C4359,West
274,Microwave,Apparel,96,4,384,2025-03-04 03:45:07,Debit Card,C6697,South
275,Coffee Maker,Apparel,173,1,173,2025-03-07 22:41:07,Credit Card,C8363,South
276,Camera,Apparel,86,1,86,2025-03-24 08:20:07,Bank Transfer,C4823,West
277,Water Bottle,Accessories,122,3,366,2025-03-21 05:37:07,Credit Card,C1977,South
278,Iron,Apparel,38,5,190,2025-03-02 17:43:07,Debit Card,C6016,South
279,Kettle,Kitchen,470,2,940,2025-03-12 21:07:07,Credit Card,C4732,South
280,Hair Dryer,Accessories,250,2,500,2025-03-09 09:52:07,Bank Transfer,C1786,West
281,Yoga Mat,Footwear,130,3,390,2025-03-15 12:12:07,Debit Card,C6144,East
282,Gaming Keyboard,Electronics,107,5,535,2025-03-24 05:13:07,Bank Transfer,C6951,East
283,Smart Thermostat,Footwear,352,4,1408,2025-03-23 09:05:07,Bank Transfer,C2267,North
284,Blender,Electronics,384,3,1152,2025-02-27 19:39:07,Credit Card,C4208,South
285,Hair Dryer,Electronics,496,5,2480,2025-03-09 07:43:07,Bank Transfer,C6657,West
286,Kettle,Sports,321,1,321,2025-03-25 06:04:07,PayPal,C4533,South
287,Coffee Maker,Accessories,290,2,580,2025-03-06 10:44:07,Bank Transfer,C1254,East
288,Air Purifier,Kitchen,289,5,1445,2025-03-08 08:58:07,Bank Transfer,C5408,South
289,Hair Dryer,Footwear,152,2,304,2025-03-18 00:41:07,PayPal,C8530,South
290,Charger,Apparel,315,4,1260,2025-03-05 03:15:07,PayPal,C3343,West
291,Headphones,Sports,147,5,735,2025-03-11 11:18:07,Bank Transfer,C4912,North
292,Curtains,Footwear,217,2,434,2025-03-15 06:16:07,Debit Card,C5262,North
293,Refrigerator,Electronics,79,5,395,2025-03-06 15:18:07,PayPal,C6769,South
294,Curtains,Apparel,174,3,522,2025-03-22 10:34:07,Debit Card,C4156,North
295,Coffee Maker,Accessories,445,1,445,2025-03-10 12:14:07,Debit Card,C2605,South
296,Fridge,Kitchen,128,4,512,2025-03-27 10:28:07,PayPal,C2774,South
297,Headphones,Sports,266,2,532,2025-03-01 20:01:07,Credit Card,C4474,West
298,Bluetooth Speaker,Accessories,288,3,864,2025-03-15 17:57:07,Bank Transfer,C1811,North
299,Sunglasses,Electronics,242,1,242,2025-03-06 06:42:07,PayPal,C5410,South
300,Monitor,Footwear,115,4,460,2025-03-15 07:52:07,Debit Card,C9826,West
301,Yoga Mat,Electronics,314,4,1256,2025-03-20 00:17:07,Debit Card,C7159,East
302,Curtains,Apparel,343,5,1715,2025-03-01 17:38:07,PayPal,C9065,East
303,Wireless Charger,Sports,304,2,608,2025-03-23 14:55:07,PayPal,C5799,North
304,Vacuum Cleaner,Kitchen,169,5,845,2025-03-09 13:14:07,Debit Card,C7691,South
305,Juicer,Apparel,35,2,70,2025-02-28 08:20:07,PayPal,C5318,West
306,Desk Lamp,Kitchen,272,2,544,2025-03-21 09:56:07,Debit Card,C4370,South
307,Wireless Mouse,Sports,391,4,1564,2025-03-20 23:25:07,Bank Transfer,C7702,North
308,Tablet,Electronics,346,2,692,2025-03-25 08:11:07,Debit Card,C4985,South
309,Sofa,Electronics,236,1,236,2025-03-04 16:34:07,Credit Card,C9699,West
310,Cooking Pan,Footwear,273,1,273,2025-03-16 09:47:07,PayPal,C8230,North
311,Sneakers,Apparel,351,4,1404,2025-03-07 02:45:07,Debit Card,C4555,North
312,Headphones,Electronics,396,4,1584,2025-03-17 23:51:07,PayPal,C9478,North
313,Camera,Footwear,26,4,104,2025-03-12 19:05:07,Bank Transfer,C1929,North
314,Boots,Sports,81,4,324,2025-03-10 11:09:07,Credit Card,C5991,East
315,Camera,Electronics,232,4,928,2025-03-13 22:08:07,Credit Card,C4698,North
316,Refrigerator,Accessories,185,5,925,2025-03-11 22:44:07,Debit Card,C2722,South
317,Coffee Maker,Sports,376,1,376,2025-03-21 02:30:07,PayPal,C6783,South
318,Vacuum Cleaner,Electronics,42,4,168,2025-03-18 18:11:07,Bank Transfer,C8158,South
319,Hair Dryer,Electronics,245,3,735,2025-03-23 05:20:07,Debit Card,C7583,North
320,Curtains,Footwear,451,1,451,2025-03-05 13:32:07,Debit Card,C2421,East
321,Tablet,Sports,314,3,942,2025-03-11 14:25:07,Bank Transfer,C8473,North
322,Coffee Maker,Footwear,481,2,962,2025-03-05 19:33:07,Credit Card,C6809,South
323,Pillow,Electronics,488,4,1952,2025-03-08 12:09:07,Bank Transfer,C3448,West
324,Tablet,Sports,366,4,1464,2025-03-10 19:09:07,PayPal,C6182,South
325,Running Shoes,Kitchen,444,2,888,2025-03-11 10:09:07,PayPal,C2235,South
326,Hair Dryer,Accessories,123,1,123,2025-03-16 19:28:07,PayPal,C6707,North
327,Charger,Electronics,214,1,214,2025-03-16 20:10:07,Credit Card,C8982,West
328,Boots,Accessories,313,5,1565,2025-02-26 03:00:07,PayPal,C5526,East
329,Bluetooth Speaker,Footwear,482,4,1928,2025-03-02 02:28:07,Credit Card,C2932,South
330,Armchair,Electronics,99,5,495,2025-03-25 12:26:07,PayPal,C3393,East
331,Iron,Footwear,326,2,652,2025-03-25 19:39:07,Debit Card,C5658,North
332,Winter Coat,Apparel,238,2,476,2025-03-12 19:18:07,Bank Transfer,C4504,North
333,Backpack,Electronics,496,3,1488,2025-03-01 01:03:07,PayPal,C6221,South
334,T-shirt,Apparel,119,4,476,2025-03-02 03:59:07,Credit Card,C8357,East
335,Coffee Table,Footwear,296,1,296,2025-02-27 05:34:07,Credit Card,C8210,North
336,T-shirt,Accessories,131,1,131,2025-03-18 23:15:07,Credit Card,C9795,East
337,Water Bottle,Footwear,464,4,1856,2025-03-15 06:07:07,PayPal,C7980,South
338,Washing Machine,Electronics,280,1,280,2025-03-06 11:14:07,PayPal,C8633,North
339,Coffee Maker,Sports,74,5,370,2025-03-09 14:14:07,PayPal,C6365,East
340,T-shirt,Accessories,258,3,774,2025-03-07 17:14:07,PayPal,C7020,South
341,Speakers,Sports,212,3,636,2025-03-20 02:29:07,Credit Card,C4597,North
342,Fridge,Kitchen,495,5,2475,2025-02-27 17:17:07,Debit Card,C5549,North
343,Hair Dryer,Footwear,390,4,1560,2025-03-16 12:31:07,Debit Card,C6409,North
344,Bluetooth Speaker,Electronics,309,1,309,2025-03-14 08:09:07,Bank Transfer,C1284,North
345,Boots,Footwear,381,1,381,2025-02-27 18:19:07,Debit Card,C7543,South
346,Tablet,Sports,121,3,363,2025-03-09 14:35:07,Bank Transfer,C7238,West
347,Monitor,Accessories,42,1,42,2025-02-28 15:07:07,Bank Transfer,C2729,East
348,Refrigerator,Electronics,438,3,1314,2025-03-23 06:47:07,Bank Transfer,C2938,East
349,Coffee Table,Sports,332,1,332,2025-03-22 23:46:07,Bank Transfer,C6881,South
350,Speakers,Sports,258,3,774,2025-02-27 10:44:07,PayPal,C3906,West
351,Tablet,Sports,61,3,183,2025-03-24 19:28:07,Bank Transfer,C7651,West
352,Yoga Mat,Accessories,90,2,180,2025-03-25 05:36:07,Bank Transfer,C7109,East
353,Bluetooth Speaker,Accessories,424,1,424,2025-03-10 16:35:07,Debit Card,C2958,North
354,Cooking Pan,Footwear,208,1,208,2025-03-22 20:27:07,Debit Card,C6802,West
355,Sneakers,Kitchen,82,5,410,2025-03-16 12:56:07,Bank Transfer,C3656,South
356,Pillow,Footwear,41,3,123,2025-03-22 23:30:07,PayPal,C5712,South
357,Hat,Footwear,494,1,494,2025-03-12 02:00:07,Debit Card,C9190,South
358,Sandals,Accessories,141,5,705,2025-03-10 18:34:07,PayPal,C8682,West
359,Cooking Pan,Accessories,421,1,421,2025-03-06 14:54:07,PayPal,C1256,South
360,Smart Scale,Footwear,31,2,62,2025-03-18 03:57:07,PayPal,C6679,East
361,Blender,Footwear,498,3,1494,2025-03-27 09:56:07,Credit Card,C3102,East
362,Tablet,Apparel,145,5,725,2025-03-16 11:06:07,Debit Card,C5346,West
363,Vacuum Cleaner,Accessories,382,2,764,2025-03-23 15:01:07,Bank Transfer,C1018,West
364,Cooking Pan,Kitchen,32,1,32,2025-03-09 18:32:07,Bank Transfer,C4788,West
365,Yoga Mat,Footwear,180,5,900,2025-03-23 00:07:07,Bank Transfer,C9895,North
366,Smartphone,Sports,165,2,330,2025-03-09 00:45:07,Bank Transfer,C8576,East
367,Yoga Mat,Sports,317,5,1585,2025-03-10 00:24:07,PayPal,C7272,West
368,Juicer,Footwear,156,4,624,2025-03-14 07:20:07,Debit Card,C6781,East
369,Laptop,Accessories,200,3,600,2025-03-04 11:20:07,Debit Card,C2084,South
370,Headphones,Sports,54,5,270,2025-03-10 23:21:07,PayPal,C4528,North
371,T-shirt,Kitchen,273,5,1365,2025-03-26 18:28:07,Bank Transfer,C1945,East
372,Camera,Apparel,311,1,311,2025-03-01 01:18:07,Debit Card,C7134,West
373,Laptop,Apparel,136,5,680,2025-03-18 21:34:07,Bank Transfer,C4367,North
374,Yoga Mat,Apparel,95,5,475,2025-03-06 03:27:07,Debit Card,C5609,North
375,Coffee Maker,Sports,146,3,438,2025-03-17 09:44:07,Credit Card,C8030,South
376,Running Shoes,Accessories,177,3,531,2025-02-28 05:27:07,PayPal,C6486,East
377,Hair Dryer,Electronics,454,2,908,2025-03-24 16:00:07,Credit Card,C6118,East
378,Winter Coat,Kitchen,104,3,312,2025-03-08 21:32:07,Bank Transfer,C5981,East
379,Curtains,Apparel,89,4,356,2025-03-08 18:49:07,Debit Card,C9380,North
380,Desk Lamp,Electronics,150,3,450,2025-03-13 03:54:07,Credit Card,C9493,North
381,Monitor,Kitchen,380,1,380,2025-03-05 04:11:07,Debit Card,C9040,South
382,Blender,Footwear,300,2,600,2025-03-11 14:18:07,Bank Transfer,C1402,East
383,Sunglasses,Apparel,282,1,282,2025-02-27 06:51:07,Debit Card,C4270,North
384,Sandals,Apparel,369,5,1845,2025-03-10 13:44:07,Debit Card,C7063,East
385,Sunglasses,Sports,362,1,362,2025-03-20 12:35:07,PayPal,C8827,East
386,Charger,Footwear,246,5,1230,2025-03-14 10:55:07,Bank Transfer,C7745,East
387,Water Bottle,Electronics,24,4,96,2025-03-17 10:19:07,Debit Card,C2791,East
388,Coffee Maker,Accessories,87,1,87,2025-03-18 16:58:07,Credit Card,C8338,North
389,Sandals,Kitchen,44,1,44,2025-03-03 01:10:07,PayPal,C2630,South
390,Backpack,Accessories,448,1,448,2025-03-18 17:20:07,Debit Card,C8916,East
391,Armchair,Sports,241,5,1205,2025-03-11 13:55:07,Credit Card,C8831,West
392,Gaming Keyboard,Electronics,18,4,72,2025-03-10 10:26:07,Bank Transfer,C5933,North
393,Refrigerator,Kitchen,392,4,1568,2025-03-13 02:00:07,Debit Card,C7805,East
394,Sandals,Footwear,166,4,664,2025-03-26 02:44:07,Bank Transfer,C4634,North
395,Hair Dryer,Electronics,382,2,764,2025-03-25 18:54:07,Debit Card,C4195,South
396,Boots,Accessories,190,2,380,2025-03-07 18:21:07,Debit Card,C6790,East
397,Sofa,Sports,236,5,1180,2025-03-12 07:43:07,Debit Card,C1250,North
398,Boots,Apparel,486,4,1944,2025-03-18 10:44:07,PayPal,C7742,North
399,Pillow,Kitchen,46,3,138,2025-03-19 01:35:07,PayPal,C5553,East
400,Gaming Keyboard,Apparel,323,5,1615,2025-03-13 11:42:07,PayPal,C9075,North
401,Water Bottle,Footwear,169,3,507,2025-03-15 22:43:07,Credit Card,C3874,South
402,Running Shoes,Electronics,55,3,165,2025-03-04 12:08:07,PayPal,C5297,North
403,Sandals,Apparel,33,4,132,2025-03-02 10:33:07,Bank Transfer,C6079,South
404,Laptop Stand,Kitchen,248,4,992,2025-03-08 11:36:07,Bank Transfer,C4414,East
405,Wireless Mouse,Apparel,218,3,654,2025-03-05 05:42:07,Bank Transfer,C2022,South
406,Washing Machine,Footwear,303,5,1515,2025-03-17 04:53:07,Credit Card,C5388,West
407,Fridge,Sports,128,4,512,2025-03-16 18:22:07,Bank Transfer,C6574,West
408,Wireless Charger,Kitchen,337,3,1011,2025-03-18 00:09:07,Credit Card,C1078,South
409,Iron,Footwear,191,5,955,2025-03-19 21:16:07,Bank Transfer,C7544,West
410,Running Shoes,Apparel,88,5,440,2025-03-05 01:07:07,Debit Card,C7494,North
411,Pillow,Apparel,400,3,1200,2025-03-26 16:02:07,Debit Card,C8589,North
412,Air Purifier,Apparel,70,3,210,2025-02-27 15:27:07,Debit Card,C9983,North
413,Washing Machine,Kitchen,296,5,1480,2025-03-27 03:43:07,Bank Transfer,C6380,West
414,Charger,Accessories,24,4,96,2025-03-01 21:57:07,Credit Card,C8592,North
415,Desk Lamp,Accessories,129,1,129,2025-02-26 11:20:07,Bank Transfer,C6876,North
416,Laptop,Accessories,301,5,1505,2025-03-16 18:49:07,Bank Transfer,C2436,West
417,Juicer,Apparel,496,1,496,2025-03-08 13:38:07,Debit Card,C6735,South
418,Blender,Accessories,128,5,640,2025-03-08 02:26:07,PayPal,C9441,East
419,Juicer,Accessories,411,5,2055,2025-02-27 06:12:07,Credit Card,C3863,North
420,Juicer,Apparel,57,2,114,2025-03-25 03:05:07,Bank Transfer,C3401,North
421,Hat,Kitchen,299,3,897,2025-03-21 14:34:07,Debit Card,C4398,South
422,Sofa,Accessories,135,4,540,2025-03-21 12:28:07,Debit Card,C5482,West
423,Winter Coat,Accessories,111,1,111,2025-02-25 18:59:07,PayPal,C9819,East
424,Laptop,Accessories,152,4,608,2025-03-19 18:07:07,Bank Transfer,C4245,South
425,Microwave,Accessories,254,5,1270,2025-03-24 23:07:07,Credit Card,C4041,West
426,Headphones,Sports,207,1,207,2025-03-10 16:52:07,Debit Card,C4960,North
427,Washing Machine,Electronics,10,5,50,2025-03-22 06:45:07,Credit Card,C8139,South
428,Washing Machine,Kitchen,57,2,114,2025-02-27 17:16:07,Bank Transfer,C3659,South
429,Monitor,Sports,489,1,489,2025-03-22 00:51:07,Credit Card,C1109,East
430,Smartwatch,Kitchen,376,2,752,2025-03-08 16:24:07,Debit Card,C4756,South
431,Wireless Mouse,Electronics,339,3,1017,2025-03-22 16:44:07,Bank Transfer,C6835,West
432,Refrigerator,Footwear,432,2,864,2025-03-01 09:33:07,Bank Transfer,C2562,North
433,Headphones,Footwear,434,4,1736,2025-03-11 12:11:07,Bank Transfer,C7006,West
434,Bluetooth Speaker,Accessories,200,3,600,2025-02-27 18:28:07,PayPal,C8294,West
435,Wireless Mouse,Apparel,203,3,609,2025-03-25 14:35:07,Bank Transfer,C2985,East
436,Refrigerator,Apparel,68,2,136,2025-03-18 01:15:07,PayPal,C3102,East
437,Smart Thermostat,Kitchen,257,4,1028,2025-03-12 13:44:07,Credit Card,C7206,North
438,Armchair,Sports,130,4,520,2025-03-18 21:45:07,Credit Card,C7377,West
439,Boots,Apparel,243,5,1215,2025-03-21 17:35:07,Debit Card,C9022,North
440,Laptop Stand,Sports,458,4,1832,2025-03-04 20:13:07,Debit Card,C4740,West
441,Gaming Keyboard,Kitchen,417,4,1668,2025-03-16 14:19:07,Debit Card,C1134,North
442,Smart Thermostat,Accessories,291,1,291,2025-03-17 07:28:07,PayPal,C6509,South
443,Armchair,Accessories,391,2,782,2025-02-28 14:02:07,Credit Card,C6412,South
444,Desk Lamp,Apparel,342,3,1026,2025-03-18 17:18:07,Bank Transfer,C2794,North
445,Sneakers,Footwear,178,5,890,2025-02-28 04:37:07,Debit Card,C7874,South
446,Coffee Maker,Electronics,300,1,300,2025-03-12 09:01:07,Credit Card,C2158,West
447,Vacuum Cleaner,Footwear,341,5,1705,2025-03-09 11:19:07,PayPal,C4145,South
448,Bluetooth Speaker,Kitchen,370,4,1480,2025-03-21 05:41:07,Bank Transfer,C4964,South
449,Smart Scale,Kitchen,287,5,1435,2025-03-23 06:18:07,PayPal,C9438,East
450,Smart Scale,Electronics,150,1,150,2025-03-14 14:43:07,Debit Card,C1727,North
451,Bluetooth Speaker,Electronics,183,3,549,2025-03-17 14:55:07,PayPal,C7268,North
452,Bluetooth Earbuds,Sports,256,4,1024,2025-03-10 22:01:07,Debit Card,C6474,North
453,Tablet,Sports,445,4,1780,2025-03-05 02:23:07,Credit Card,C1797,West
454,Smart Scale,Kitchen,173,2,346,2025-03-13 01:30:07,Credit Card,C2879,West
455,Desk Lamp,Electronics,387,4,1548,2025-03-23 17:46:07,Credit Card,C9038,East
456,Running Shoes,Footwear,466,2,932,2025-03-17 02:03:07,PayPal,C1317,East
457,Wireless Mouse,Electronics,383,3,1149,2025-03-13 15:37:07,Bank Transfer,C5111,South
458,Hat,Kitchen,448,1,448,2025-02-27 22:05:07,Credit Card,C8872,South
459,Bluetooth Earbuds,Footwear,261,5,1305,2025-03-01 16:36:07,Debit Card,C6266,West
460,Bluetooth Earbuds,Apparel,15,3,45,2025-03-07 10:58:07,Bank Transfer,C5787,West
461,Wireless Charger,Apparel,409,4,1636,2025-03-05 00:06:07,Debit Card,C4726,West
462,Sneakers,Accessories,68,5,340,2025-03-08 16:11:07,Debit Card,C1081,West
463,Camera,Kitchen,438,5,2190,2025-03-12 03:22:07,PayPal,C5158,East
464,Bluetooth Speaker,Footwear,159,1,159,2025-03-02 12:53:07,PayPal,C2295,East
465,Pillow,Apparel,33,1,33,2025-03-26 17:52:07,PayPal,C3266,West
466,Backpack,Electronics,185,5,925,2025-03-19 22:41:07,Bank Transfer,C3236,North
467,Blender,Footwear,120,1,120,2025-03-04 20:18:07,Credit Card,C7595,North
468,Sunglasses,Apparel,250,1,250,2025-03-14 18:31:07,Debit Card,C4454,South
469,Fridge,Kitchen,20,1,20,2025-03-18 05:17:07,Bank Transfer,C7518,East
470,T-shirt,Apparel,292,1,292,2025-02-25 21:05:07,PayPal,C5444,South
471,Camera,Accessories,206,3,618,2025-03-25 01:33:07,Bank Transfer,C3865,South
472,Refrigerator,Sports,43,1,43,2025-03-17 05:24:07,PayPal,C8840,South
473,Smart Scale,Sports,62,4,248,2025-03-02 08:54:07,Bank Transfer,C3728,West
474,Cooking Pan,Footwear,406,1,406,2025-02-26 09:41:07,Credit Card,C9436,West
475,Blender,Sports,191,5,955,2025-03-19 21:12:07,Debit Card,C6768,East
476,Blender,Accessories,445,5,2225,2025-02-25 12:19:07,Debit Card,C7114,East
477,Sneakers,Kitchen,236,5,1180,2025-03-10 16:42:07,PayPal,C4107,West
478,Hair Dryer,Sports,295,5,1475,2025-02-27 09:33:07,Bank Transfer,C1562,East
479,Sofa,Kitchen,94,4,376,2025-03-04 22:32:07,PayPal,C4275,West
480,Gloves,Electronics,181,2,362,2025-02-25 17:50:07,Bank Transfer,C3892,South
481,Gloves,Apparel,11,4,44,2025-03-20 13:59:07,Bank Transfer,C4138,West
482,Air Purifier,Accessories,17,1,17,2025-03-18 05:49:07,Bank Transfer,C6155,South
483,Wireless Charger,Apparel,223,1,223,2025-03-26 06:11:07,Bank Transfer,C3641,West
484,Coffee Table,Kitchen,376,2,752,2025-03-01 07:48:07,Credit Card,C7962,West
485,T-shirt,Sports,169,2,338,2025-03-07 08:37:07,Credit Card,C3678,North
486,Sandals,Accessories,136,4,544,2025-03-14 09:38:07,Bank Transfer,C3427,North
487,Smart Scale,Kitchen,241,5,1205,2025-02-27 05:33:07,Credit Card,C2446,East
488,Vacuum Cleaner,Sports,471,4,1884,2025-03-13 13:44:07,Debit Card,C6469,East
489,Gloves,Accessories,61,1,61,2025-03-08 10:25:07,Credit Card,C6066,North
490,Tablet,Sports,166,5,830,2025-03-23 20:15:07,Debit Card,C7240,North
491,Juicer,Footwear,111,4,444,2025-03-13 09:20:07,Credit Card,C5060,East
492,Headphones,Electronics,136,3,408,2025-03-26 13:45:07,Bank Transfer,C7189,West
493,Sunglasses,Apparel,113,4,452,2025-03-11 01:05:07,PayPal,C9338,West
494,Yoga Mat,Footwear,11,2,22,2025-03-21 10:32:07,Credit Card,C3463,West
495,Fridge,Apparel,185,3,555,2025-03-14 02:34:07,Bank Transfer,C4748,East
496,Jacket,Sports,344,1,344,2025-02-28 17:58:07,Debit Card,C2796,South
497,Tablet,Apparel,212,1,212,2025-03-08 14:29:07,Debit Card,C5814,East
498,Vacuum Cleaner,Kitchen,49,5,245,2025-03-19 08:17:07,Credit Card,C7923,South
499,Gloves,Accessories,78,2,156,2025-03-19 21:00:07,Debit Card,C4222,East
500,Winter Coat,Apparel,127,3,381,2025-03-14 00:05:07,Debit Card,C3989,North
